,id,zipcode,season_year,median_s_price,price,sale_price,profit
0,5101400871,98115,spring,594000.0,445500.0,490050.00000000006,44550.00000000006
1,2359300030,98115,spring,594000.0,565000.0,621500.0,56500.0
2,5100401441,98115,spring,594000.0,495000.0,544500.0,49500.0
3,3265300410,98115,spring,594000.0,370000.0,407000.00000000006,37000.00000000006
4,7977200995,98115,spring,594000.0,506000.0,556600.0,50600.0
5,8024200677,98115,spring,594000.0,415000.0,456500.00000000006,41500.00000000006
6,1566100450,98115,spring,594000.0,505000.0,555500.0,50500.0
7,9215400105,98115,spring,594000.0,450000.0,495000.00000000006,45000.00000000006
8,7977200720,98115,spring,594000.0,500000.0,550000.0,50000.0
9,7920100025,98115,spring,594000.0,450000.0,495000.00000000006,45000.00000000006
10,3735900325,98115,spring,594000.0,485000.0,533500.0,48500.0
11,6844702690,98115,spring,594000.0,476500.0,524150.00000000006,47650.00000000006
12,5101400934,98115,spring,594000.0,450000.0,495000.00000000006,45000.00000000006
13,5101402312,98115,spring,594000.0,485000.0,533500.0,48500.0
14,9212900100,98115,spring,594000.0,425000.0,467500.00000000006,42500.00000000006
15,3426049132,98115,spring,594000.0,460000.0,506000.00000000006,46000.00000000006
16,9215400075,98115,spring,594000.0,406000.0,446600.00000000006,40600.00000000006
17,7977201865,98115,spring,594000.0,525000.0,577500.0,52500.0
18,5100400244,98115,spring,594000.0,403000.0,443300.00000000006,40300.00000000006
19,2464400435,98115,spring,594000.0,567000.0,623700.0,56700.0
20,5101400461,98115,spring,594000.0,449000.0,493900.00000000006,44900.00000000006
21,4074300150,98115,spring,594000.0,460000.0,506000.00000000006,46000.00000000006
22,4073200124,98115,spring,594000.0,305000.0,335500.0,30500.0
23,446000150,98115,spring,594000.0,480000.0,528000.0,48000.0
24,5652601155,98115,spring,594000.0,564000.0,620400.0,56400.0
25,6844700975,98115,spring,594000.0,529100.0,582010.0,52910.0
26,7920100083,98115,spring,594000.0,348000.0,382800.00000000006,34800.00000000006
27,5101404444,98115,spring,594000.0,564000.0,620400.0,56400.0
28,7977201910,98115,spring,594000.0,553000.0,608300.0,55300.0
29,3543900380,98115,spring,594000.0,395000.0,434500.00000000006,39500.00000000006
30,525049174,98115,spring,594000.0,435000.0,478500.00000000006,43500.00000000006
31,1513800170,98115,spring,594000.0,392500.0,431750.00000000006,39250.00000000006
32,442000175,98115,spring,594000.0,515000.0,566500.0,51500.0
33,7177300735,98115,spring,594000.0,546000.0,600600.0,54600.0
34,1257200020,98115,spring,594000.0,555000.0,610500.0,55500.0
35,7170200085,98115,spring,594000.0,481203.0,529323.3,48120.30000000005
36,3658700690,98115,spring,594000.0,480000.0,528000.0,48000.0
37,6844701680,98115,spring,594000.0,455000.0,500500.00000000006,45500.00000000006
38,6392002020,98115,spring,594000.0,559000.0,614900.0,55900.0
39,439000090,98115,spring,594000.0,564500.0,620950.0,56450.0
40,3946900010,98115,spring,594000.0,500007.0,550007.7000000001,50000.70000000007
41,7977201709,98115,spring,594000.0,475000.0,522500.00000000006,47500.00000000006
42,3359500960,98115,spring,594000.0,480000.0,528000.0,48000.0
43,5683500030,98115,spring,594000.0,489000.0,537900.0,48900.0
44,7170200080,98115,spring,594000.0,435000.0,478500.00000000006,43500.00000000006
45,1868901815,98115,spring,594000.0,547000.0,601700.0,54700.0
46,2710600045,98115,spring,594000.0,460000.0,506000.00000000006,46000.00000000006
47,6820100010,98115,spring,594000.0,415000.0,456500.00000000006,41500.00000000006
48,6914700130,98115,spring,594000.0,520500.0,572550.0,52050.0
49,442000015,98115,spring,594000.0,445000.0,489500.00000000006,44500.00000000006
50,5101405276,98115,spring,594000.0,378500.0,416350.00000000006,37850.00000000006
51,3735901600,98115,spring,594000.0,435000.0,478500.00000000006,43500.00000000006
52,5210200184,98115,spring,594000.0,452000.0,497200.00000000006,45200.00000000006
53,1995200245,98115,spring,594000.0,545000.0,599500.0,54500.0
54,2979800764,98115,spring,594000.0,390000.0,429000.00000000006,39000.00000000006
55,5652601330,98115,spring,594000.0,489000.0,537900.0,48900.0
56,3423600065,98115,spring,594000.0,540000.0,594000.0,54000.0
57,8815400105,98115,spring,594000.0,500000.0,550000.0,50000.0
58,3188100400,98115,spring,594000.0,530000.0,583000.0,53000.0
59,9214400120,98115,spring,594000.0,455000.0,500500.00000000006,45500.00000000006
60,5101405274,98115,spring,594000.0,389000.0,427900.00000000006,38900.00000000006
61,9528104108,98115,spring,594000.0,535000.0,588500.0,53500.0
62,2887700826,98115,spring,594000.0,510000.0,561000.0,51000.0
63,3188100065,98115,spring,594000.0,405000.0,445500.00000000006,40500.00000000006
64,434000040,98115,spring,594000.0,535000.0,588500.0,53500.0
65,9212900260,98115,spring,594000.0,468000.0,514800.00000000006,46800.00000000006
66,2979800845,98115,spring,594000.0,501000.0,551100.0,50100.0
67,9221400600,98115,spring,594000.0,462000.0,508200.00000000006,46200.00000000006
68,6392003810,98115,spring,594000.0,530000.0,583000.0,53000.0
69,5100400315,98115,spring,594000.0,379000.0,416900.00000000006,37900.00000000006
70,7977201707,98115,spring,594000.0,526000.0,578600.0,52600.0
71,1868900285,98115,spring,594000.0,552000.0,607200.0,55200.0
72,9222400935,98115,spring,594000.0,478000.0,525800.0,47800.0
73,3735900545,98115,spring,594000.0,449950.0,494945.00000000006,44995.00000000006
74,8641500280,98115,spring,594000.0,270000.0,297000.0,27000.0
75,1797500780,98115,spring,594000.0,540000.0,594000.0,54000.0
76,8024200685,98115,spring,594000.0,440000.0,484000.00000000006,44000.00000000006
77,7177300090,98115,spring,594000.0,395000.0,434500.00000000006,39500.00000000006
78,8604900245,98115,spring,594000.0,488000.0,536800.0,48800.0
79,7920100045,98115,spring,594000.0,350000.0,385000.00000000006,35000.00000000006
80,7977201845,98115,spring,594000.0,525000.0,577500.0,52500.0
81,1566100595,98115,spring,594000.0,300000.0,330000.0,30000.0
82,7974200937,98115,spring,594000.0,465000.0,511500.00000000006,46500.00000000006
83,5101400862,98115,spring,594000.0,499950.0,549945.0,49995.0
84,5101405067,98115,spring,594000.0,536000.0,589600.0,53600.0
85,8024202520,98115,spring,594000.0,445000.0,489500.00000000006,44500.00000000006
86,2878600200,98115,spring,594000.0,533000.0,586300.0,53300.0
87,2887700995,98115,spring,594000.0,530000.0,583000.0,53000.0
88,9553200052,98115,spring,594000.0,345000.0,379500.00000000006,34500.00000000006
89,2979800409,98115,spring,594000.0,416286.0,457914.60000000003,41628.600000000035
90,5100401414,98115,spring,594000.0,490000.0,539000.0,49000.0
91,7172200080,98115,winter,580000.0,508300.0,559130.0,50830.0
92,5100403321,98115,winter,580000.0,438000.0,481800.00000000006,43800.00000000006
93,3426049124,98115,winter,580000.0,334000.0,367400.00000000006,33400.00000000006
94,3364900156,98115,winter,580000.0,382888.0,421176.80000000005,38288.80000000005
95,2061100265,98115,winter,580000.0,370000.0,407000.00000000006,37000.00000000006
96,8024201525,98115,winter,580000.0,427000.0,469700.00000000006,42700.00000000006
97,5430300106,98115,winter,580000.0,460000.0,506000.00000000006,46000.00000000006
98,7977200945,98115,winter,580000.0,425000.0,467500.00000000006,42500.00000000006
99,9214400135,98115,winter,580000.0,510000.0,561000.0,51000.0
100,5101402435,98115,winter,580000.0,539000.0,592900.0,53900.0
101,9212900300,98115,winter,580000.0,492000.0,541200.0,49200.0
102,8024200350,98115,winter,580000.0,410000.0,451000.00000000006,41000.00000000006
103,8641500252,98115,winter,580000.0,403000.0,443300.00000000006,40300.00000000006
104,9214400396,98115,winter,580000.0,435000.0,478500.00000000006,43500.00000000006
105,5100403952,98115,winter,580000.0,440000.0,484000.00000000006,44000.00000000006
106,3226049080,98115,winter,580000.0,397000.0,436700.00000000006,39700.00000000006
107,5652600427,98115,winter,580000.0,420000.0,462000.00000000006,42000.00000000006
108,8024200674,98115,winter,580000.0,461000.0,507100.00000000006,46100.00000000006
109,5100403636,98115,winter,580000.0,400000.0,440000.00000000006,40000.00000000006
110,5100403818,98115,winter,580000.0,369500.0,406450.00000000006,36950.00000000006
111,5100402668,98115,winter,580000.0,495000.0,544500.0,49500.0
112,7977200055,98115,winter,580000.0,550000.0,605000.0,55000.0
113,1868903130,98115,winter,580000.0,542000.0,596200.0,54200.0
114,5101404491,98115,winter,580000.0,520000.0,572000.0,52000.0
115,1995200320,98115,winter,580000.0,280000.0,308000.0,28000.0
116,8024200625,98115,winter,580000.0,414500.0,455950.00000000006,41450.00000000006
117,2710600070,98115,winter,580000.0,439000.0,482900.00000000006,43900.00000000006
118,5100400241,98115,winter,580000.0,394950.0,434445.00000000006,39495.00000000006
119,2883200083,98115,winter,580000.0,424950.0,467445.00000000006,42495.00000000006
120,5101402472,98115,winter,580000.0,340500.0,374550.00000000006,34050.00000000006
121,7170200110,98115,winter,580000.0,455000.0,500500.00000000006,45500.00000000006
122,9547200340,98115,winter,580000.0,520000.0,572000.0,52000.0
123,3213200245,98115,winter,580000.0,435500.0,479050.00000000006,43550.00000000006
124,5652601035,98115,winter,580000.0,285000.0,313500.0,28500.0
125,9528104286,98115,winter,580000.0,455000.0,500500.00000000006,45500.00000000006
126,9222400510,98115,winter,580000.0,406000.0,446600.00000000006,40600.00000000006
127,5100400251,98115,winter,580000.0,390000.0,429000.00000000006,39000.00000000006
128,9528102993,98115,winter,580000.0,495000.0,544500.0,49500.0
129,8924100430,98115,winter,580000.0,500000.0,550000.0,50000.0
130,6392001005,98115,winter,580000.0,511500.0,562650.0,51150.0
131,8641500345,98115,fall,555000.0,396900.0,436590.00000000006,39690.00000000006
