,id,zipcode,price,median_price,condition
0,9106000005,98115,1310000.0,570000.0,5
1,5101400871,98115,445500.0,570000.0,3
2,2359300030,98115,565000.0,570000.0,3
3,2887700560,98115,616500.0,570000.0,5
4,5100401441,98115,495000.0,570000.0,3
5,3265300410,98115,370000.0,570000.0,3
6,7977200995,98115,506000.0,570000.0,3
7,7974200902,98115,637000.0,570000.0,3
8,441000065,98115,653000.0,570000.0,4
9,3213200180,98115,700180.0,570000.0,3
10,1797500530,98115,655100.0,570000.0,3
11,5100402606,98115,680000.0,570000.0,4
12,1868901690,98115,600000.0,570000.0,3
13,9547205660,98115,603000.0,570000.0,5
14,2464400280,98115,710000.0,570000.0,3
15,5273200060,98115,716528.0,570000.0,4
16,4370700065,98115,907500.0,570000.0,4
17,9137101696,98115,605000.0,570000.0,3
18,328000182,98115,613500.0,570000.0,3
19,1566100555,98115,721000.0,570000.0,4
20,5418500800,98115,825000.0,570000.0,3
21,439000230,98115,805000.0,570000.0,3
22,8024200677,98115,415000.0,570000.0,3
23,2883200160,98115,595000.0,570000.0,3
24,1566100450,98115,505000.0,570000.0,5
25,9215400105,98115,450000.0,570000.0,4
26,9528100899,98115,827000.0,570000.0,3
27,9547202265,98115,990000.0,570000.0,5
28,5100403882,98115,967000.0,570000.0,3
29,7977200720,98115,500000.0,570000.0,3
30,7920100025,98115,450000.0,570000.0,4
31,3735900325,98115,485000.0,570000.0,3
32,6844702690,98115,476500.0,570000.0,4
33,3226049267,98115,289500.0,570000.0,2
34,8924100111,98115,699000.0,570000.0,4
35,5101400934,98115,450000.0,570000.0,3
36,8924100372,98115,1302000.0,570000.0,3
37,3931900295,98115,824500.0,570000.0,5
38,5652601425,98115,595000.0,570000.0,3
39,5101402312,98115,485000.0,570000.0,3
40,9212900100,98115,425000.0,570000.0,3
41,3364900375,98115,750000.0,570000.0,3
42,3426049132,98115,460000.0,570000.0,3
43,8077100031,98115,631000.0,570000.0,3
44,9215400075,98115,406000.0,570000.0,3
45,8825900095,98115,740000.0,570000.0,4
46,7977201865,98115,525000.0,570000.0,3
47,5100400244,98115,403000.0,570000.0,3
48,2464400435,98115,567000.0,570000.0,3
49,1797500435,98115,570000.0,570000.0,4
50,5101400461,98115,449000.0,570000.0,3
51,442000210,98115,625000.0,570000.0,3
52,4074300150,98115,460000.0,570000.0,3
53,4073200124,98115,305000.0,570000.0,3
54,1093000090,98115,776000.0,570000.0,4
55,5100402764,98115,740000.0,570000.0,3
56,446000150,98115,480000.0,570000.0,3
57,9294300600,98115,1240000.0,570000.0,5
58,5652601155,98115,564000.0,570000.0,4
59,6844700975,98115,529100.0,570000.0,4
60,7920100083,98115,348000.0,570000.0,3
61,5101404444,98115,564000.0,570000.0,3
62,7977201910,98115,553000.0,570000.0,3
63,8582400015,98115,600000.0,570000.0,3
64,327000165,98115,1150000.0,570000.0,3
65,9222400605,98115,850000.0,570000.0,3
66,2629600016,98115,625500.0,570000.0,4
67,3658700395,98115,628000.0,570000.0,4
68,3543900380,98115,395000.0,570000.0,4
69,1868900035,98115,840000.0,570000.0,4
70,8925100390,98115,1042500.0,570000.0,4
71,5101403915,98115,970000.0,570000.0,3
72,5499200060,98115,635000.0,570000.0,3
73,8815400410,98115,860000.0,570000.0,5
74,5363200200,98115,932800.0,570000.0,3
75,525049174,98115,435000.0,570000.0,3
76,9547200835,98115,775000.0,570000.0,4
77,1513800170,98115,392500.0,570000.0,3
78,3735900205,98115,793000.0,570000.0,4
79,8928100205,98115,725000.0,570000.0,5
80,9553200125,98115,875000.0,570000.0,3
81,442000175,98115,515000.0,570000.0,3
82,7363600185,98115,1187500.0,570000.0,3
83,7177300735,98115,546000.0,570000.0,4
84,8824900020,98115,937750.0,570000.0,5
85,1257200060,98115,595000.0,570000.0,3
86,1257200020,98115,555000.0,570000.0,3
87,7170200085,98115,481203.0,570000.0,3
88,2710600015,98115,775000.0,570000.0,4
89,3658700690,98115,480000.0,570000.0,4
90,7237600130,98115,852000.0,570000.0,4
91,8156600210,98115,1285000.0,570000.0,3
92,6844701680,98115,455000.0,570000.0,3
93,7266200085,98115,780000.0,570000.0,3
94,8924100305,98115,855000.0,570000.0,3
95,9528101032,98115,600000.0,570000.0,3
96,8928100025,98115,750000.0,570000.0,3
97,6392002020,98115,559000.0,570000.0,3
98,3735901080,98115,645000.0,570000.0,4
99,439000090,98115,564500.0,570000.0,3
100,3946900010,98115,500007.0,570000.0,3
101,8925100440,98115,925000.0,570000.0,4
102,7977201709,98115,475000.0,570000.0,3
103,3359500960,98115,480000.0,570000.0,3
104,5683500030,98115,489000.0,570000.0,3
105,5210200077,98115,799000.0,570000.0,3
106,6814600355,98115,618250.0,570000.0,4
107,3142600130,98115,667500.0,570000.0,5
108,7170200080,98115,435000.0,570000.0,3
109,1868901815,98115,547000.0,570000.0,4
110,3426049031,98115,870000.0,570000.0,4
111,2710600045,98115,460000.0,570000.0,4
112,6820100010,98115,415000.0,570000.0,4
113,6914700130,98115,520500.0,570000.0,4
114,9547205180,98115,696000.0,570000.0,3
115,8925100255,98115,1184000.0,570000.0,5
116,6392002635,98115,594000.0,570000.0,4
117,8824900050,98115,656500.0,570000.0,4
118,442000015,98115,445000.0,570000.0,4
119,8156600155,98115,735000.0,570000.0,5
120,6392001670,98115,588000.0,570000.0,3
121,6884800180,98115,619400.0,570000.0,5
122,7974700122,98115,659500.0,570000.0,4
123,5101405276,98115,378500.0,570000.0,3
124,3735901600,98115,435000.0,570000.0,5
125,5210200184,98115,452000.0,570000.0,4
126,1995200245,98115,545000.0,570000.0,3
127,8824900120,98115,739000.0,570000.0,5
128,1868901120,98115,660000.0,570000.0,4
129,6884800210,98115,619000.0,570000.0,3
130,2979800764,98115,390000.0,570000.0,3
131,5652601330,98115,489000.0,570000.0,3
132,3423600065,98115,540000.0,570000.0,4
133,8815400105,98115,500000.0,570000.0,5
134,3188100400,98115,530000.0,570000.0,5
135,2979800520,98115,605000.0,570000.0,5
136,9214400120,98115,455000.0,570000.0,3
137,2755200110,98115,820000.0,570000.0,4
138,7974200822,98115,750000.0,570000.0,3
139,1798000100,98115,750500.0,570000.0,4
140,5101405274,98115,389000.0,570000.0,3
141,9528104108,98115,535000.0,570000.0,3
142,8815400735,98115,680000.0,570000.0,5
143,2887700826,98115,510000.0,570000.0,3
144,2887703066,98115,815000.0,570000.0,3
145,8927600100,98115,925000.0,570000.0,5
146,2215500080,98115,580000.0,570000.0,5
147,3179101580,98115,1210000.0,570000.0,4
148,3188100065,98115,405000.0,570000.0,3
149,6844702290,98115,400000.0,570000.0,2
150,434000040,98115,535000.0,570000.0,3
151,9212900260,98115,468000.0,570000.0,4
152,2979800845,98115,501000.0,570000.0,5
153,9221400600,98115,462000.0,570000.0,5
154,6392003810,98115,530000.0,570000.0,4
155,5100400315,98115,379000.0,570000.0,3
156,7977201707,98115,526000.0,570000.0,3
157,1868900285,98115,552000.0,570000.0,4
158,9222400935,98115,478000.0,570000.0,3
159,3735900545,98115,449950.0,570000.0,3
160,2878601425,98115,600000.0,570000.0,5
161,8641500280,98115,270000.0,570000.0,3
162,1257200115,98115,1003000.0,570000.0,4
163,1797500780,98115,540000.0,570000.0,3
164,8024200685,98115,440000.0,570000.0,3
165,7533800325,98115,1100000.0,570000.0,5
166,7177300090,98115,395000.0,570000.0,4
167,7974200948,98115,953007.0,570000.0,3
168,5101404898,98115,592500.0,570000.0,5
169,1681400010,98115,885000.0,570000.0,3
170,9547204350,98115,690000.0,570000.0,5
171,8604900245,98115,488000.0,570000.0,3
172,7920100045,98115,350000.0,570000.0,3
173,1513800036,98115,799000.0,570000.0,3
174,5363200180,98115,640000.0,570000.0,4
175,3543900418,98115,580050.0,570000.0,3
176,7977201845,98115,525000.0,570000.0,3
177,1566100595,98115,300000.0,570000.0,3
178,3187600100,98115,570000.0,570000.0,4
179,438000025,98115,628000.0,570000.0,3
180,7974200937,98115,465000.0,570000.0,3
181,1257200290,98115,910000.0,570000.0,4
182,5101400862,98115,499950.0,570000.0,3
183,5101405067,98115,536000.0,570000.0,3
184,8024202520,98115,445000.0,570000.0,3
185,2878600200,98115,533000.0,570000.0,3
186,2887700995,98115,530000.0,570000.0,4
187,8825900465,98115,599000.0,570000.0,4
188,3176100110,98115,650000.0,570000.0,3
189,9553200052,98115,345000.0,570000.0,3
190,2979800409,98115,416286.0,570000.0,3
191,1868900775,98115,618500.0,570000.0,4
192,2780400035,98115,665000.0,570000.0,3
193,2215500205,98115,600000.0,570000.0,4
194,6127600110,98115,640000.0,570000.0,3
195,5100401414,98115,490000.0,570000.0,3
196,1868902745,98115,805000.0,570000.0,4
197,5652600185,98115,750000.0,570000.0,5
198,9294300070,98115,650000.0,570000.0,3
199,7172200080,98115,508300.0,570000.0,3
200,5100403321,98115,438000.0,570000.0,3
201,3426049124,98115,334000.0,570000.0,3
202,1279300085,98115,654500.0,570000.0,3
203,3364900156,98115,382888.0,570000.0,3
204,2061100265,98115,370000.0,570000.0,3
205,8024201525,98115,427000.0,570000.0,4
206,2754700095,98115,747000.0,570000.0,4
207,6844700415,98115,605000.0,570000.0,3
208,7214400005,98115,663500.0,570000.0,3
209,7409700215,98115,921500.0,570000.0,3
210,3931900580,98115,1389000.0,570000.0,3
211,6844703135,98115,580000.0,570000.0,3
212,1870400635,98115,805000.0,570000.0,5
213,5430300106,98115,460000.0,570000.0,4
214,7977201240,98115,1010000.0,570000.0,3
215,7977200945,98115,425000.0,570000.0,3
216,9214400135,98115,510000.0,570000.0,3
217,1870400615,98115,635000.0,570000.0,4
218,425049036,98115,649000.0,570000.0,3
219,6716700240,98115,725000.0,570000.0,4
220,2883200139,98115,1325000.0,570000.0,3
221,3423600025,98115,825050.0,570000.0,3
222,7977201065,98115,740000.0,570000.0,2
223,925049278,98115,607000.0,570000.0,5
224,5101402435,98115,539000.0,570000.0,5
225,9528102870,98115,818900.0,570000.0,3
226,9212900300,98115,492000.0,570000.0,3
227,3226049270,98115,585000.0,570000.0,4
228,8024200350,98115,410000.0,570000.0,3
229,7101100055,98115,753000.0,570000.0,4
230,8815400165,98115,674000.0,570000.0,4
231,8641500252,98115,403000.0,570000.0,3
232,9214400396,98115,435000.0,570000.0,3
233,9528102865,98115,794500.0,570000.0,4
234,2887703155,98115,642000.0,570000.0,4
235,5100403952,98115,440000.0,570000.0,3
236,9547204930,98115,704000.0,570000.0,3
237,3226049080,98115,397000.0,570000.0,3
238,5652600427,98115,420000.0,570000.0,4
239,8024200674,98115,461000.0,570000.0,3
240,5100403636,98115,400000.0,570000.0,3
241,5100403818,98115,369500.0,570000.0,3
242,3544400045,98115,705000.0,570000.0,5
243,7977200590,98115,700000.0,570000.0,5
244,9138100350,98115,685000.0,570000.0,5
245,5100402668,98115,495000.0,570000.0,4
246,8825900410,98115,945000.0,570000.0,5
247,8024200820,98115,575700.0,570000.0,3
248,7977200055,98115,550000.0,570000.0,3
249,1868903130,98115,542000.0,570000.0,4
250,5101404491,98115,520000.0,570000.0,3
251,2061100570,98115,595000.0,570000.0,3
252,1995200320,98115,280000.0,570000.0,3
253,2887700970,98115,637000.0,570000.0,5
254,8024200625,98115,414500.0,570000.0,3
